place,Top5,무료,혜택,친환경,추천,식재료,제주산,에너지,환경,비건
올레길 7코스(서귀포-월평 올레),"['올레길', '코스', '풍경', '제주', '최고']",0,0,0,0,0,0,0,0,0
올레길 1코스(시흥-광치기 올레),"['코스', '오름', '달리', '처음', '성산']",0,0,0,2,0,0,0,0,0
올레길 6코스(쇠소깍-서귀포 올레),"['코스', '올레', '올레길', '쇠소깍', '거리']",0,0,0,3,0,0,0,0,0
올레길 18코스(제주원도심-조천 올레),"['코스', '올레길', '올레', '바다', '사라봉']",0,0,0,2,0,0,0,0,0
올레길 5코스(남원-쇠소깍 올레),"['코스', '산책', '올레길', '사진', '생각']",0,0,0,0,0,0,0,0,0
올레길 17코스(광령-제주원도심 올레),"['코스', '시작', '해안', '내리막길', '공항']",0,0,0,0,0,0,0,0,0
올레길 13코스(용수-저지 올레),"['코스', '마을', '올레길', '저지', '오름']",0,0,0,1,0,0,0,0,0
올레길 10코스(화순-모슬포 올레),"['코스', '송악산', '제주', '해안', '난개발']",0,0,0,0,0,0,0,0,0
올레길 16코스(고내-광령 올레),"['해안', '역방향', '도로', '코스', '청보']",0,0,0,0,0,0,0,0,0
올레길 8코스(월평-대평 올레),"['중문', '중간', '포구', '이후', '투어']",0,0,0,0,0,0,0,0,0
올레길 4코스(표선-남원 올레),"['코스', '해변', '중간', '추천', '날씨']",0,0,0,2,0,0,0,0,0
올레길 20코스(김녕-하도 올레),"['지질', '트레킹', '구간', '걷기', '현무암']",0,0,0,0,0,0,0,0,0
올레길 19코스(조천-김녕 올레),"['코스', '올레길', '방향', '걷기', '역방향']",0,0,0,0,0,0,0,0,0
올레길 9코스(대평-화순 올레),"['코스', '군산', '오름', '올레길', '추천']",0,0,0,4,0,0,0,0,0
올레길 12코스(무릉-용수 올레),"['차귀도', '코스', '수월봉', '최고', '당산']",0,0,0,3,0,0,0,0,0
올레길 21코스,"['지미', '오름', '정상', '코스', '역방향']",0,0,0,0,0,0,0,0,0
올레길 14-1코스(저지-서광 올레),"['코스', '올레길', '오설록', '역방향', '사람']",0,0,0,3,0,0,0,0,0
올레길 1-1코스(우도-올레),"['도봉', '종아리', '최고', '킬로', '최대']",0,0,0,0,0,0,0,0,0
올레길 7-1코스(월드컵경기장-서귀포 올레),"['서귀포', '고근산', '폭포', '오르막', '한라산']",0,0,0,0,0,0,0,0,0
올레길 3-B코스(온평-표선 올레),"['코스', '우회', '소요', '해안', '마지막']",0,0,0,0,0,0,0,0,0
올레길 18-1코스(추자도-올레),"['추자도', '코스', '올레길', '하루', '내리막']",0,0,0,2,0,0,0,0,0
올레길 3-A코스(온평-표선 올레),"['김영갑', '갤러리', '제외', '코스', '여름']",0,0,0,0,0,0,0,0,0
올레길 10-1코스(가파도 올레),"['자전거', '스탬프', '가파도', '올레길', '배시']",0,0,0,0,0,0,0,0,0
남원큰엉해변,"['한반도', '산책', '산책로', '바다', '사람']",0,0,0,1,0,0,0,0,0
함덕해수욕장,"['해변', '바다', '해수욕장', '함덕', '제주']",0,0,0,2,0,0,0,0,0
협재해수욕장,"['바다', '해변', '제주', '제주도', '최고']",0,0,0,5,0,0,0,0,0
이호테우해수욕장,"['바다', '등대', '해변', '사진', '이호']",1,0,0,4,0,0,0,0,0
성산일출봉,"['정상', '성산', '무료', '일출봉', '코스']",18,0,0,7,0,0,0,0,0
김녕해수욕장,"['바다', '해변', '사람', '제주도', '해수욕장']",0,0,0,1,0,0,0,0,0
섭지코지,"['성산', '바람', '섭지코지', '풍경', '주차']",2,0,0,3,0,0,0,0,0
사려니숲길,"['숲길', '입구', '오름', '주차장', '주차']",2,0,0,7,0,0,0,0,0
금능해수욕장,"['바다', '최고', '해변', '사람', '해수욕장']",1,0,0,2,0,0,0,1,0
용머리해안,"['입장', '전화', '방문', '절경', '제주도']",0,0,0,5,0,0,0,0,0
곽지해수욕장,"['바다', '해수욕장', '제주도', '주차장', '해변']",3,0,0,1,0,0,0,0,0
천지연폭포,"['폭포', '산책', '사진', '저녁', '주차장']",3,0,0,3,0,0,0,1,0
비자림,"['산책', '사람', '자림', '힐링', '걷기']",5,0,0,14,0,0,0,0,0
황우지해안,"['사람', '계단', '수영', '날씨', '선녀탕']",0,0,0,1,0,0,0,0,0
중문색달해수욕장,"['파도', '바다', '서핑', '해수욕장', '사람']",0,0,0,0,0,0,0,0,0
새별오름,"['경사', '오른쪽', '억새', '왼쪽', '정상']",2,0,0,13,0,0,0,0,0
산방산,"['산방산', '용머리', '해안', '제주', '제주도']",0,0,0,0,0,0,0,0,0
마라도,"['짜장면', '마라도', '추천', '가파도', '배멀미']",0,0,0,7,0,0,0,0,0
중문대포주상절리대,"['입장료', '천원', '주차', '주상절리', '바다']",0,0,0,1,0,0,0,0,0
9.81파크,"['카트', '직원', '가격', '친절', '게임']",0,0,0,7,0,0,0,1,0
용두암,"['바다', '용두암', '산책', '용머리', '바위']",1,0,0,3,0,0,0,0,0
표선해수욕장,"['해수욕장', '바다', '백사장', '아이들', '수심']",2,0,0,2,0,0,0,0,0
세화해변,"['해변', '바다', '사람', '제주', '아쿠아']",0,0,0,1,0,0,0,0,0
정방폭포,"['폭포', '바다', '입장료', '사진', '추천']",1,0,0,10,0,0,0,0,0
만장굴,"['동굴', '바닥', '여름', '용암', '자연']",1,0,0,4,0,0,0,0,0
새연교,"['다리', '바람', '산책', '새섬', '야경']",0,0,0,0,0,0,0,1,0
카멜리아힐,"['사진', '동백', '수국', '동백꽃', '정원']",0,0,1,2,0,0,0,0,0
월정리해수욕장,"['바다', '해변', '정리', '사람', '서핑']",0,0,0,1,0,0,0,0,0
한라산국립공원,"['백록담', '코스', '관음사', '증서', '등산']",0,0,0,0,0,0,0,0,0
산굼부리,"['입장료', '억새', '천원', '오름', '분화구']",2,0,0,3,0,0,0,0,0
쇠소깍,"['카약', '쇠소깍', '친절', '한번쯤', '깡통']",0,0,0,1,0,0,0,0,0
도두동무지개해안도로,"['사진', '도로', '해안', '사람', '무지개']",0,0,0,1,0,0,0,0,0
절물자연휴양림,"['삼나무', '휴양림', '산책', '제주', '공기']",2,0,0,6,0,0,0,0,0
천제연폭포,"['폭포', '계단', '다리', '사진', '천지연']",1,0,0,8,0,0,0,0,0
도두봉,"['공항', '사진', '비행기', '바다', '정상']",0,0,0,5,0,0,0,0,0
사계해변,"['사진', '스타', '사람', '해변', '카페']",0,0,0,1,0,0,0,0,0
신창풍차해안도로,"['바람', '노을', '풍차', '바다', '풍력']",3,0,0,4,0,0,0,0,0
우도,"['우도', '사람', '기차', '해변', '자전거']",0,0,0,11,0,0,1,0,0
제주허브동산,"['족욕', '야간', '조명', '허브', '체험']",1,0,0,4,0,0,0,0,0
금오름,"['정상', '경치', '오름', '사람', '금오름']",3,0,0,5,0,0,0,0,0
한라수목원,"['산책', '주차', '무료', '수목원', '나무']",6,0,0,0,0,0,0,0,0
윈드1947카트테마파크,"['카트', '사람', '직원', '운전', '코스']",0,0,0,7,0,0,0,0,0
한림공원,"['입장료', '동물', '공원', '식물', '동굴']",0,0,0,4,0,0,0,5,0
서귀포치유의숲,"['예약', '중간', '힐링', '코스', '해설']",0,0,0,7,0,0,0,0,0
광치기해변,"['해변', '일출봉', '일출', '성산', '간조']",0,0,0,3,0,0,0,0,0
송악산,"['둘레길', '바람', '바다', '마라도', '송악산']",1,0,0,3,0,0,0,0,0
삼양해수욕장,"['해변', '모래', '해수욕장', '바다', '스노클링']",0,0,0,0,0,0,0,0,0
수월봉,"['노을', '맛집', '바다', '바람', '산책']",0,0,0,0,0,0,0,0,0
거문오름,"['코스', '사람', '오름', '분화구', '예약']",0,0,1,4,0,0,0,0,0
안돌오름,"['비밀', '오름', '사진', '입구', '정상']",0,0,0,4,0,0,0,0,0
항파두리 항몽유적지,"['해바라기', '코스모스', '사진', '만개', '무료']",5,0,0,0,0,0,0,0,0
한라산국립공원 성판악탐방로,"['등산', '코스', '하산', '등반', '운동']",0,0,0,2,0,0,0,0,0
메이즈랜드,"['미로', '퍼즐', '아이들', '박물관', '생각']",0,0,0,0,0,0,0,0,0
애월해안도로,"['드라이브', '코스', '최고', '중문', '해안']",0,0,0,0,0,0,0,0,0
한담해안산책로,"['산책', '카페', '바다', '사람', '제주']",0,0,0,3,0,0,0,0,0
서우봉,"['서우', '함덕', '바다', '유채', '해수욕장']",0,0,0,4,0,0,0,0,0
코난해변,"['쓰레기', '물고기', '스노', '스노클링', '샤워실']",0,0,0,0,0,0,0,0,0
용눈이오름,"['바람', '오름', '출입', '정상', '주차장']",1,0,0,4,0,0,0,0,0
백약이오름,"['정상', '오름', '경치', '바퀴', '입구']",0,0,0,5,0,0,0,0,0
비양도,"['비양도', '쓰레기', '자전거', '코스', '해안']",0,0,0,2,0,0,0,0,0
수목원테마파크,"['얼음', '썰매', '야시장', '수목원', '체험']",0,0,0,1,0,0,0,0,0
제주곶자왈도립공원,"['코스', '전망대', '입장료', '자연', '운동화']",1,0,0,9,0,0,0,2,0
스누피가든,"['야외', '사진', '입장료', '실내', '카페']",4,0,0,31,0,0,0,0,0
화조원,"['동물', '체험', '먹이', '알파카', '아이들']",2,0,0,2,0,0,0,1,0
한라산1100고지,"['습지', '한라산', '풍경', '눈꽃', '고지']",0,0,0,2,0,0,0,0,0
소천지,"['천지', '바위', '사진', '위험', '주차']",0,0,0,2,0,0,0,0,0
관덕정,"['관덕정', '기억', '주변', '공사', '광장']",0,0,0,0,0,0,0,0,0
이중섭거리,"['거리', '기념품', '올레', '시장', '제주도']",0,0,0,0,0,0,0,0,0
아부오름,"['오름', '산책', '분화구', '정상', '사진']",1,0,0,2,0,0,0,0,0
김녕미로공원,"['미로', '고양이', '아이들', '포토', '놀이터']",0,0,0,4,0,0,0,0,0
다랑쉬오름,"['오름', '정상', '최고', '왼쪽', '여왕']",0,0,0,2,0,0,0,0,0
원앙폭포,"['폭포', '사람', '계단', '원앙', '주차장']",0,0,0,5,0,0,0,0,0
브릭캠퍼스 제주,"['레고', '체험', '블럭', '작품', '아이들']",0,0,0,2,0,0,0,0,0
군산,"['운전', '정상', '경치', '차로', '초보']",0,0,0,3,0,0,0,0,0
가파도,"['자전거', '가파도', '보리', '사람', '청보']",0,0,0,3,0,0,0,0,0
에코랜드테마파크,"['기차', '방문', '겨울', '사진', '직원']",0,0,0,11,0,0,0,0,0
논짓물해변,"['쓰레기', '바다', '바닷물', '담수', '민물']",0,0,0,0,0,0,0,0,0
제주돌문화공원,"['제주', '제주도', '박물관', '산책', '코스']",1,0,0,6,0,0,0,0,0
제주불빛정원,"['사진', '친절', '직원', '기대', '조명']",4,0,0,5,0,0,0,0,0
창꼼,"['사진', '사람', '바위', '스팟', '근처']",0,0,0,0,0,0,0,0,0
청굴물,"['방문', '백사', '골목', '운전', '생각']",0,0,0,0,0,0,0,0,0
제주레포츠랜드,"['카트', '할인', '코스', '친절', '직원']",1,1,0,118,0,0,0,1,0
엉또폭포,"['폭포', '비오', '태풍', '입구', '사람']",2,0,0,0,0,0,0,0,0
따라비오름,"['오름', '정상', '최고', '계단', '따라비오름']",0,0,0,4,0,0,0,0,0
한라산국립공원 영실탐방로,"['필요', '코스', '바람', '필수', '윗세오름']",0,0,0,0,0,0,0,0,0
송악산둘레길,"['바다', '경치', '최고', '바퀴', '추천']",1,0,0,6,0,0,0,0,0
서귀포자연휴양림,"['코스', '산책', '자연휴양림', '드라이브', '서귀포']",2,0,0,4,0,0,0,0,0
선녀와나무꾼 테마공원,"['부모', '추억', '생각', '네이버', '기대']",0,0,0,4,0,0,0,0,0
돌염전,"['사람', '근처', '신비', '볼거리', '바다']",0,0,0,1,0,0,0,0,0
형제해안도로,"['바닷길', '산책']",0,0,0,0,0,0,0,0,0
파더스가든,"['동물', '사진', '포토', '친절', '체험']",2,0,0,4,0,0,0,1,0
제주동백수목원,"['동백', '사진', '나무', '천원', '사람']",0,0,0,3,0,0,0,0,0
월령선인장군락지,"['선인장', '산책', '바다', '기대', '산책로']",0,0,0,3,0,0,0,0,0
소인국테마파크,"['아이들', '여행', '중간', '사진', '코스']",0,0,0,1,0,0,0,0,0
제주4.3평화공원,"['제주', '역사', '사람', '기억', '장소']",1,0,0,2,0,0,0,0,0
제주중문관광단지,"['제주도', '처음', '오신', '추천', '볼거리']",0,0,0,1,0,0,0,0,0
안덕계곡,"['산책', '육지', '공사', '입장', '불가']",0,0,0,0,0,0,0,0,0
사라봉,"['토끼', '풍경', '벚꽃', '계단', '사라봉']",0,0,0,1,0,0,0,0,0
동백포레스트,"['사진', '동백꽃', '사람', '입장료', '동백']",0,0,0,1,0,0,0,0,0
쇠소깍관광지,"['카약', '사람', '나룻배', '대기', '쇠소깍']",0,0,0,3,0,0,0,0,0
바운스슈퍼파크 제주센터,"['양말', '미끄럼', '구매', '튜브', '대기']",0,0,0,0,0,0,1,0,0
저지오름,"['분화구', '계단', '정상', '둘레길', '오름']",0,0,0,1,0,0,0,0,0
서프라이즈테마파크,"['작품', '아이들', '야간', '사진', '생각']",0,0,0,3,0,0,0,0,0
한라생태숲,"['산책', '숲길', '아이들', '이용', '기분']",3,0,0,1,0,0,0,1,0
교래자연휴양림,"['곶자왈', '코스', '산책', '추천', '자연']",0,0,0,3,0,0,0,0,0
추자도,"['코스', '제주도', '추천', '올레', '추자도']",0,0,0,2,0,0,0,0,0
닭머르,"['주차', '정자', '바람', '제주', '사진']",0,0,0,2,0,0,0,0,0
박수기정,"['박수기', '포구', '카페', '노을', '루시아']",0,0,0,1,0,0,0,0,0
어승생,"['한라산', '오름', '왕복', '등반', '아이젠']",0,0,0,3,0,0,0,0,0
혼인지,"['수국', '무료', '입장료', '연못', '최고']",12,0,0,1,0,0,0,0,0
액티브파크,"['친절', '직원', '클라이밍', '카트', '아이들']",0,0,0,3,0,0,0,0,0
하도해변,"['해수욕장', '해변', '미역', '샤워', '수심']",0,0,0,0,0,0,0,0,0
삼성혈,"['입장료', '역사', '제주도', '제주', '삼성혈']",2,0,0,3,0,0,0,0,0
붉은오름자연휴양림,"['휴양림', '숙소', '산책', '쓰레기', '주차장']",0,0,1,0,0,0,0,0,0
지미봉,"['정상', '계단', '성산', '경사', '일출봉']",0,0,0,3,0,0,0,0,0
제주코코몽에코파크,"['무한', '시설', '야외', '생각', '기저귀']",0,0,0,1,0,0,0,0,0
물영아리,"['습지', '계단', '둘레길', '비오', '정상']",0,0,0,4,0,0,0,0,0
일출랜드,"['관리', '천구', '동굴', '입장료', '미천']",0,0,0,0,0,0,0,0,0
별방진,"['방진', '장소', '바다', '사진', '경치']",0,0,0,0,0,0,0,0,0
마방목지,"['가까이', '제주마', '날씨', '제주도', '마리']",1,0,0,1,0,0,0,0,0
엉덩물계곡,"['유채', '계곡', '꽃밭', '제주', '시기']",2,0,0,0,0,0,0,0,0
동백동산,"['걷기', '습지', '입구', '자연', '서쪽']",2,0,0,1,0,0,0,0,0
백록담,"['백록담', '코스', '관음사', '도착', '하산']",0,0,0,0,0,0,0,0,0
용연계곡,"['용두암', '계곡', '근처', '산책', '공항']",0,0,0,0,0,0,0,0,0
하례감귤체험농장,"['체험', '감귤', '친절', '농장', '추천']",0,0,1,13,0,0,0,0,0
곶자왈,"['운동화', '곶자왈', '걷기', '필수', '자림']",0,0,0,0,0,0,0,0,0
한라산국립공원 관음사탐방로,"['버스', '택시', '풍경', '이용', '한라산']",0,0,0,0,0,0,0,0,0
서귀다원,"['녹차', '할머니', '친절', '기분', '소리']",0,0,0,8,0,0,0,0,0
유채꽃프라자,"['억새', '유채', '사람', '음료', '풍력']",2,0,0,0,0,0,0,0,0
검멀레해변,"['보트', '우도', '해변', '풍경', '추천']",0,0,0,3,0,0,0,0,0
우도산호해변,"['바다', '해변', '모래', '산호', '맨발']",0,0,0,1,0,0,0,0,0
수월봉전망대,"['바람', '올레길', '전동', '바이크', '추천']",0,0,0,1,0,0,0,0,0
산양큰엉곶,"['숲길', '중간', '포토', '주차장', '철길']",0,0,0,0,0,0,0,0,0
닭머르해안길 1코스,"['장소', '스팟', '최고', '노을', '억새']",0,0,0,0,0,0,0,0,0
삼다수숲길,"['숲길', '사람', '입구', '코스', '주차장']",0,0,0,1,0,0,0,0,0
한라산 성판악탐방안내소,"['한라산', '입산', '까마귀', '예약', '절기']",0,0,0,0,0,0,0,0,0
알뜨르비행장,"['역사', '제주', '일본', '기억', '만행']",0,0,0,0,0,0,0,0,0
상가리야자숲,"['사진', '야자수', '주차', '길가', '느낌']",1,0,0,2,0,0,0,0,0
신창풍차해안,"['바다', '쓰레기', '풍차', '드라이브', '바람']",0,0,0,1,0,0,0,0,0
수월봉지질트레일,"['전기', '자연', '문화재', '활동', '안전띠']",0,0,0,0,0,0,0,0,0
돈내코유원지,"['폭포', '원앙', '계곡', '주차', '물놀이']",0,0,0,0,0,0,0,0,0
수산봉,"['그네', '산책', '사진', '나무', '수산']",0,0,0,0,0,0,0,0,0
평대리해수욕장,"['카페', '사람', '해변', '해안', '도로']",0,0,0,1,0,0,0,0,0
머체왓숲길 방문객지원센터,"['숲길', '걷기', '자연', '휴식', '힐링']",0,0,0,2,0,0,0,0,0
5.16도로숲터널,"['드라이브', '코스', '평소', '힐링', '여름']",0,0,0,0,0,0,0,0,0
아끈다랑쉬오름,"['억새', '다랑쉬오름', '오름', '정상', '입구']",1,0,0,3,0,0,0,0,0
방림원,"['엄마', '네이버', '천원', '입장료', '정성']",2,0,0,1,0,0,0,0,0
제주유채꽃도로,"['유채', '벚꽃', '드라이브', '사진', '꽃길']",0,0,0,3,0,0,0,0,0
큰노꼬메오름,"['정상', '주차장', '오름', '최고', '한라산']",0,0,0,6,0,0,0,0,0
황우지선녀탕,"['계단', '사람', '수영', '선녀탕', '위험']",4,0,0,4,0,0,0,0,0
영주산,"['계단', '정상', '오름', '주차장', '풍경']",2,0,0,1,0,0,0,0,0
오늘은카트레이싱,"['카트', '속도', '설명', '패스', '녹차']",0,0,0,0,0,0,0,0,0
하고수동해변,"['해변', '바다', '우도', '샤워실', '색깔']",0,0,0,1,0,0,0,0,0
흑돼지거리,"['생각', '블로그', '가가', '돼지', '모듬']",0,0,0,0,0,0,0,0,0
제주올레여행자센터,"['올레', '올레길', '코스', '완주', '시설']",1,0,0,1,0,0,0,0,0
태웃개,"['파도', '포인트', '물놀이', '현지', '피서지']",0,0,0,0,0,0,0,0,0
신화워터파크,"['수건', '워터파크', '직원', '안내', '물놀이']",0,0,0,0,0,0,0,0,0
용담해안도로,"['사진', '파도', '바다', '드라이브', '비오']",0,0,0,1,0,0,0,0,0
엉알해안,"['자전거', '전기', '도로', '근처', '바이크']",0,0,0,1,0,0,0,0,0
세리월드,"['카트', '친절', '직원', '승마', '사람']",0,0,0,2,0,0,0,0,0
위미동백나무군락,"['동백', '수목원', '개방', '사진', '코스']",0,0,0,0,0,0,0,0,0
문도지오름,"['풍경', '주의', '말똥', '사람', '오름']",0,0,0,1,0,0,0,0,0
신양섭지해수욕장,"['미역', '해변', '바다', '인지', '샤워실']",0,0,0,0,0,0,0,0,0
차귀도,"['제주', '차귀도', '경관', '사람', '쓰레기']",0,0,0,1,0,0,0,0,0
소정방폭포,"['폭포', '정방폭포', '소정방폭포', '올레길', '바다']",1,0,0,1,0,0,0,0,0
