place,insta,Naver_rate,Naver_review_num
미르빌펜션&리조트,0,0.0,0
에코그린리조트,"3,531",4.34,829
라임오렌지빌,253,4.28,167
풀빌라소랑,"1,146",4.3,1978
통나무파크,"2,259",4.51,2714
엠스테이펜션,293,4.54,806
편운산장,594,4.34,302
아르츠스파&풀빌라,0,4.43,823
제이라움,892,4.55,334
더갤러리펜션,"1,855",4.48,1086
아침해변펜션,40,4.16,80
보물섬,"61,789",0.0,0
제주브릭스,"1,172",0.0,0
드라마2015풀빌라,30,0.0,0
바다위에펜션,264,4.81,287
골든비치펜션,114,4.38,72
호랑호랑펜션,437,4.8,130
표선해비치펜션,212,4.78,202
은빌레펜션,398,4.67,60
뭉클펜션,189,4.58,157
제주에코스위츠,443,4.77,1039
큐티파이호텔,273,0.0,57
부티크스테이스놉,32,4.47,368
해뜨는성펜션,30,4.79,17
가시리유채꽃길펜션,20,0.0,0
제주봄스테이,479,4.46,130
나인스파빌,"1,480",0.0,323
홍스랜드,800,0.0,0
코코스펜션,410,4.52,323
제주담스파빌,627,4.63,710
비앤썬펜션,140,4.23,11
빈티지1950카페펜션,0,0.0,0
해담은스파빌,496,4.33,226
조유암펜션,224,4.78,18
끄라비펜션,55,4.64,130
제주올레돔펜션,471,4.66,413
디오션힐,112,4.45,102
뷰티플하우스,79,4.4,48
나디아펜션,59,4.51,93
건축학개론펜션,313,4.47,249
W오션펜션,0,4.45,293
제주솔한옥펜션,50,4.84,34
마녀의언덕,740,0.0,122
브라운캐빈,349,4.65,85
솔펜션,568,0.0,0
해바라기펜션,"1,054",4.88,1750
더비비스제주,468,4.33,1284
애월바다향기펜션,0,4.42,86
보우힐리조트&펜션,0,4.68,114
달토끼펜션,235,3.84,56
감귤향기힐링파크,375,4.38,26
펜션연리,735,4.68,1335
아모르하우스,"2,166",4.26,100
제이앤클로이,"1,382",4.65,1684
중문통나무펜션&리조트,0,0.0,0
게우지코지펜션,292,0.0,24
마린포트리조트,42,4.6,105
지미안펜션,124,4.5,138
제주아비앙또,316,4.63,1162
제주파도소리펜션,0,0.0,0
제주팜파스펜션,0,0.0,0
푸르다오션펜션,300,4.72,984
낭만제주펜션,187,0.0,0
돈내코펜션,263,4.76,270
한담풍경하우스,39,4.91,546
로그밸리펜션,"1,603",4.79,67
함덕서우재,182,0.0,0
쉬멍놀멍,656,0.0,0
북촌플레이스,"3,714",0.0,0
해와돌바라기펜션,142,4.67,106
이루다펜션,159,4.89,362
스타하우스,"1,379",0.0,0
큰엉해올레펜션,39,4.81,178
오션하우스,360,4.33,361
쥬디스펜션,423,4.52,193
고내1101,459,4.9,1601
제주다모르,27,4.71,448
솔라시도펜션,231,4.52,249
화이트캐슬펜션,52,4.67,67
성산해맞이펜션,0,4.35,47
월령코지펜션,45,4.47,108
뽀요요펜션카페,29,4.57,584
올레하우스펜션본관,0,0.0,0
제주펜션오다,21,4.66,176
해모랏펜션,173,4.8,205
더썸펜션,441,4.8,649
늘바다통나무펜션,73,4.41,135
646미터퍼세크,"1,183",4.62,941
노인과바다펜션,15,4.85,30
조이랜드,"1,971",3.57,33
씨에나펜션,39,4.95,40
달빛바다펜션,336,4.94,105
보름펜션,580,4.93,85
귤한가,"1,452",0.0,0
라비아펜션,101,4.87,27
제주삼다호스텔펜션,0,0.0,0
제주올레로,189,0.0,0
플라이진하우스,411,4.56,111
해변산책,"10,623",4.76,494
바다풍경펜션,"2,130",4.23,158
바다그리기,"5,703",4.63,118
룸엣155,187,4.71,132
바닷가하우스펜션,54,4.25,239
타워펜션,19,0.0,25
그랑빌펜션,574,4.01,339
밧돌펜션하우스,0,4.65,88
제주행복스케치펜션,0,4.92,55
성산우리집펜션,102,4.83,318
제주그린나래,20,0.0,0
웨스티하우스,"1,039",4.86,363
소담펜션,641,3.94,34
두리안펜션,37,4.96,62
제주애월풀빌라,704,0.0,0
서문레지던스,0,0.0,21
애월해안누리펜션,44,4.65,18
별빛두방울펜션,122,4.48,25
반하크라펜션,28,4.34,63
캠프해리,210,4.81,392
오렌지슈가펜션,20,3.84,63
삼일삼오,"1,682",0.0,8
자멍펜션,196,4.78,126
루나마르풀리조트,258,4.7,525
보롬코지펜션,"8,270",4.79,129
소울펜션,443,4.53,23
풀스토리풀빌라,206,0.0,0
벨루가,"103,971",4.72,341
허브인휴양펜션,114,4.43,32
씨에코비치,13,3.97,77
제주다온재,"1,186",0.0,0
세도나중문풀빌라,965,0.0,9
대정펜션,634,0.0,0
고스트하우스,"2,727",5.0,21
서귀포귤림성,358,4.58,641
금단영펜션,106,4.79,149
섯동네펜션,301,4.59,312
팜스빌리지,790,0.0,0
우도피아펜션,193,4.75,555
제주빌레성통나무휴양펜션,16,4.58,108
스테이빌펜션,0,0.0,0
산방산에펜션,12,0.0,0
초록마을펜션,18,4.63,38
바다아리,242,4.67,1031
카스빌리지,"1,331",4.23,31
제주가좋아서,378,4.67,42
제니빌펜션,"1,034",4.58,79
스테리나잇제주펜션,0,4.69,274
선양빌리지돔,368,3.87,24
미소가펜션,225,0.0,0
다몰펜션,37,4.57,96
블루마운틴커피랜드&리조트,0,4.01,127
키아오라리조트,35,4.53,344
비치펜션,375,0.0,2
레드클레이펜션,46,4.62,67
엔게디하우스,345,4.88,111
금오름가는길,"1,664",4.91,105
돌담에꽃머무는집,532,4.77,307
제주혼디펜션,11,0.0,0
성산아침노을펜션,245,4.89,591
산방산탄산온천펜션,"1,142",0.0,0
랑데뷰펜션,34,4.74,80
바다랑파도랑펜션,50,4.36,62
위미향펜션,25,4.4,30
귤낭하우스,180,0.0,0
코이노니아펜션,17,0.0,0
서귀포탐라도다펜션,0,4.76,63
여누스테이,654,0.0,127
로그맨하우스,0,4.5,240
제주무지개하우스,0,4.36,235
비울채울펜션,0,4.77,522
유명펜션,177,4.85,118
푸르미르,0,0.0,0
풀스테이바르,"1,542",0.0,52
커먼스테이,411,4.63,12
누가빌리지펜션,32,0.0,14
뜨레피아펜션,162,0.0,0
CS빌리지,0,4.6,88
소풍이야기펜션,52,4.54,57
스테이아하,778,0.0,0
비자림힐링펜션,104,4.88,146
젠틀리조트,152,0.0,16
파라펜션,36,3.75,27
춤추는달,"1,934",0.0,4
설렘펜션,790,4.45,260
포에마,471,0.0,0
중문올레펜션,31,4.77,208
오션베스트빌,42,4.43,54
곶자왈거문오름펜션,25,4.21,88
예뜰,"2,560",0.0,0
시재시재,"1,377",0.0,0
수펜션,402,4.66,345
제주힐링리조트,944,4.52,42
제주삼양2022펜션,0,0.0,0
해미안,402,0.0,0
비자림리조트,543,4.46,51
유러하우스펜션,0,0.0,95
추자도에코하우스펜션,12,0.0,0
앙크레펜션,187,4.53,298
리조트산수휴,260,0.0,14
달비치펜션,326,4.38,377
써니펜션,207,4.69,165
오름풍경펜션,38,4.9,47
하얀언덕,64,4.66,42
스테이산타루치아,181,4.83,116
하얀별펜션,16,4.35,135
해마지펜션,67,4.67,52
해뜨는집펜션,55,4.54,532
하늘타리펜션,71,4.87,170
마가렛펜션,417,4.48,101
제주늘보의오후,623,4.69,194
외돌개나라펜션,14,0.0,10
바위섬펜션,153,0.0,48
지금여기에,"1,001",0.0,0
메이플해피하우스,"1,086",4.36,28
타이스토리,"2,299",4.34,41
포시즌펜션,"1,543",4.83,47
빨강궁전,12,4.55,62
동백바다펜션,165,4.87,120
바다야펜션,112,0.0,222
제주클레르드륀펜션,73,4.82,402
뜨리바다펜션,110,4.42,78
제주바다마루펜션,10,4.75,54
제주바당뜰펜션,6,4.79,39
귤하우스펜션,0,4.24,43
제주마중,"1,168",0.0,0
길라임펜션,16,3.95,32
해가빛,"1,063",4.77,662
저바다에누워펜션,153,0.0,0
비에노즈,479,0.0,0
고래의꿈펜션,223,4.76,38
마니주펜션,240,3.9,28
제주독채올레하우스,45,4.89,24
스테이헤이븐펜션,0,4.63,17
월정씨하루펜션,21,4.88,143
팀버하우스,"4,894",4.92,37
바다의향기,"1,172",0.0,0
공하우스,628,4.93,351
드림인제주,156,4.76,361
쉼표펜션,"1,375",0.0,0
귤중옥펜션,121,4.82,341
썬빌리지,"1,072",0.0,0
서귀포통나무집,11,4.58,72
바그다드하우스인디언키친,0,0.0,0
더프라이빗,"2,397",0.0,1
로맨스파파,906,4.92,83
제주스테이대흘,220,0.0,1
월정힐펜션,28,4.9,53
동백동산,"11,716",0.0,0
풍향빌리지,166,0.0,5
까사델마마223,"1,054",4.88,240
선스토리,"1,194",0.0,1
소곤닥하우스,723,4.61,241
굿데이펜션,130,4.25,26
몽돌리조트,166,0.0,9
제주와요펜션,0,4.72,42
제주휴펜션,3,0.0,11
제주프랜,205,0.0,0
틸다하우스,523,4.92,336
해비치풍경,0,0.0,13
더스테어,"1,992",0.0,0
낙원비치하우스,151,0.0,0
가산토방,921,4.45,598
춘자네펜션,12,4.86,79
제주파인비치펜션,43,4.63,259
멀왓스테이,"1,000",0.0,192
산방산에머물다,34,4.47,176
더라온,"2,253",0.0,0
마로펜션,482,4.67,95
빌라메르시,15,4.83,82
호텔창고펜션,20,4.67,281
마눌펜션,"1,252",0.0,1
제주펜션매듭,0,4.54,121
코삿펜션,385,4.9,408
절물길펜션,22,4.32,43
머무르다,"9,439",0.0,0
하원가,"5,410",0.0,0
밸리통나무빌리지,6,0.0,12
제주스카이라인휴양펜션,4,0.0,9
킹스통나무펜션,19,0.0,3
한라하이츠,42,0.0,9
포에타펜션,45,4.44,88
아망뜨펜션,284,4.79,34
코롱코롱,682,0.0,0
완이클라쓰펜션,3,4.77,82
스테이반하나애견동반펜션,70,0.0,0
소못소랑,"1,481",0.0,0
에퀴녹스협재,0,0.0,0
비엔토펜션,278,0.0,140
제주올레프로방스,125,0.0,10
쌩텀펜션,"5,671",4.92,19
섬타임즈제주펜션,0,0.0,5
제주에서돌고래를만난다면펜션,44,4.78,423
제주그린팜파스펜션,0,4.78,43
아리아펜션,649,0.0,0
부띠끄풀빌라나미브,162,4.7,225
모이라펜션,129,4.75,110
해비치하우스,135,0.0,0
스테이달꿈오션뷰펜션,0,4.58,79
월정리사남매하우스,0,4.85,15
다래산장펜션,28,4.63,23
야자수풀빌라펜션,69,3.58,15
더빌라스오션,707,4.86,22
바당정원,269,4.88,376
투데이제주펜션,0,0.0,0
아라파니펜션,17,4.71,166
보메와산독채펜션,345,0.0,0
윈드밀108,322,4.9,113
로뎀제주,0,0.0,0
바다드림펜션,58,4.77,109
성산일출봉펜션,"11,684",0.0,0
뜨레시옷,"1,108",4.92,24
피노&키오,0,0.0,0
단겸펜션,44,4.53,63
썸스테이,589,4.55,197
오션스카이펜션,34,0.0,5
제주카사블랑카,299,4.9,63
올리브낭,316,4.58,338
로비나발리168,0,0.0,48
옛마을펜션,60,4.93,98
이야기별방펜션,245,4.85,245
꿈꾸는노마드,54,4.76,99
스토리하우스,"4,018",0.0,0
중문에코펜션,20,2.73,12
라뷰테제주,173,4.8,182
고흐와바흐,133,4.98,357
빌라노이제주,914,4.8,734
제주스테이협재10길펜션,0,4.96,186
감수굴펜션,385,4.41,67
트레비앙제주,468,0.0,30
모이모이펜션,300,4.85,279
이호MH호텔,0,0.0,6
바다위올레,0,4.31,26
디어노이,810,4.69,163
바산올레펜션,32,4.08,51
잇츠힐펜션,210,4.75,166
포트에비뉴,201,4.56,26
드렌도트,"1,801",0.0,1
서호달빛,411,4.84,107
씨더비양펜션,125,0.0,3
화랑펜션,562,0.0,0
용두암캐빈,0,0.0,0
펜션정원,428,4.54,43
가까이에파도소리펜션,29,4.56,43
쿠지홀리데이펜션,15,4.98,79
멍멍플레이스,"3,846",4.68,233
제주이로펜션,0,0.0,0
펀빌펜션,107,4.64,104
JB풀빌라사계점,0,0.0,3
채움키즈풀빌라,"1,252",4.77,80
해안성,217,0.0,0
제주하늬바람펜션,277,4.53,71
그리니제주,"1,204",0.0,12
엔젤하우스,"2,399",0.0,0
아이올레키즈풀빌라펜션,0,0.0,0
파크빌리지,"8,527",0.0,2
산들애풀하우스,286,0.0,0
썬레이크빌제주,12,4.46,50
JB풀빌라남원점,0,0.0,0
더파란,267,4.92,154
곱드락펜션,144,0.0,14
제주달리펜션,0,0.0,0
제주그래펜션,0,0.0,0
독채펜션산들숲,0,0.0,0
우도바람이야기펜션,3,4.54,38
엘쯔타운펜션,160,0.0,0
반디앤로제이,"3,081",4.98,284
성산포사랑펜션,13,4.9,152
퀸스베이펜션,31,4.62,232
꿈꾸는제주펜션,12,4.86,34
비긴어게인펜션,145,4.69,37
제주풀스테이소랑제,22,4.25,212
제주하늘키즈펜션,943,0.0,0
비양펜션,440,4.42,116
제주다시,356,0.0,2
느링느링스테이,"1,061",4.68,184
채송화펜션,467,4.59,56
성산스타펜션,221,4.33,34
이디오라게펜션,168,4.12,101
채우리네펜션,61,4.97,315
제주키즈풀빌라나무와아이,0,0.0,0
글라글라펜션,187,4.95,65
버닝레스트,57,4.78,255
달1037,"4,067",0.0,0
제주통나무휴양펜션,31,0.0,11
제주도유,63,0.0,0
라메종베니인제주펜션,0,0.0,0
안녕바다야,"2,060",4.44,153
푸른제주,"2,506",0.0,0
물고기펜션,49,4.33,92
노을이야기,415,0.0,7
제주터닝포인트펜션,14,4.76,353
뉴그린펜션&모텔,0,4.5,53
네모펜션,244,4.75,14
라벤더스호텔앤리조트,20,4.2,18
마루호텔앤카페,101,0.0,20
힐호텔,16,0.0,3
노벨리조트,18,4.61,19
C&P리조트,0,0.0,0
두모리에리조트,414,4.8,305
라벤더스호텔앤리조트,20,4.2,18
뷰티플리조트,27,4.4,48
길리리조트,41,0.0,0
대웅황토리조트,0,0.0,0
더시크릿서귀포리조트&빌라,0,0.0,6
섬풍경펜션,20,0.0,7
